11	bn:00093280v	[]	[]
12	bn:01666041n	http://dbpedia.org/resource/News_aggregator	http://dbpedia.org/resource/News_aggregator http://dbpedia.org/resource/Category:Information_Age News_aggregator http://dbpedia.org/resource/Category:News_aggregators
13	bn:13657764a	[]	[]
14	bn:00090247v	[]	[]
15	bn:00001173n	[]	[]
16	bn:13569652n	[]	[]
17	bn:00006909n	http://dbpedia.org/resource/Iridium	http://dbpedia.org/resource/Category:Meteorite_minerals http://dbpedia.org/resource/Category:Noble_metals http://dbpedia.org/resource/Category:Iridium http://dbpedia.org/resource/Category:Impact_event_minerals http://dbpedia.org/resource/Category:Chemical_elements http://dbpedia.org/resource/Iridium http://dbpedia.org/resource/Category:Precious_metals http://dbpedia.org/resource/Category:Native_element_minerals http://dbpedia.org/resource/Category:Transition_metals http://dbpedia.org/ontology/MilitaryUnit Iridium
18	bn:00006124n	http://dbpedia.org/resource/Article_(grammar)	http://dbpedia.org/ontology/Food http://dbpedia.org/resource/Category:Parts_of_speech http://dbpedia.org/resource/Article_(grammar) Article_(grammar)
19	bn:02143800n	http://dbpedia.org/resource/Hey_(Lil_Jon_song)	http://dbpedia.org/resource/Category:Songs_written_by_Lil_Jon http://dbpedia.org/ontology/MusicalWork http://dbpedia.org/resource/Category:Song_recordings_produced_by_Benny_Blanco http://dbpedia.org/resource/Category:3OH!3_songs http://dbpedia.org/resource/Category:Songs_written_by_Nathaniel_Motte Hey_(Lil_Jon_song) http://schema.org/CreativeWork http://dbpedia.org/resource/Category:Songs_written_by_Dr._Luke http://dbpedia.org/resource/Category:Universal_Republic_Records_singles http://dbpedia.org/resource/Category:2010_songs http://dbpedia.org/resource/Category:Songs_written_by_Sean_Foreman http://dbpedia.org/ontology/Single http://dbpedia.org/resource/Category:Lil_Jon_songs http://dbpedia.org/ontology/Work http://dbpedia.org/resource/Category:2010_singles http://dbpedia.org/resource/Hey_(Lil_Jon_song) http://dbpedia.org/resource/Category:Song_recordings_produced_by_Dr._Luke
20	bn:00027765n	[]	[]
21	bn:00045587n	[]	[]
22	bn:00116353r	[]	[]
23	bn:01707225n	http://dbpedia.org/resource/Report_(film)	http://dbpedia.org/resource/Category:1967_films http://dbpedia.org/resource/Category:English-language_films http://dbpedia.org/resource/Category:Films_directed_by_Bruce_Conner http://dbpedia.org/resource/Report_(film) http://dbpedia.org/resource/Category:American_films http://dbpedia.org/resource/Category:Collage_film http://dbpedia.org/resource/Category:American_avant-garde_and_experimental_films Report_(film) http://dbpedia.org/ontology/Film
24	bn:00093646v	[]	[]
25	bn:01465049n	http://dbpedia.org/resource/November_13	November_13 http://dbpedia.org/ontology/School http://dbpedia.org/resource/November_13 http://dbpedia.org/resource/Category:Days_of_the_year http://dbpedia.org/resource/Category:November
26	bn:00088854v	[]	[]
27	bn:00084208v	[]	[]
28	bn:00100329a	[]	[]
29	bn:00043853n	http://dbpedia.org/resource/Hero	http://dbpedia.org/resource/Category:Heroes http://dbpedia.org/resource/Category:Literary_archetypes http://dbpedia.org/resource/Category:Jungian_archetypes http://dbpedia.org/resource/Category:Mythological_characters Hero http://dbpedia.org/ontology/Person http://dbpedia.org/resource/Category:Mythological_archetypes http://dbpedia.org/resource/Category:Fantasy_tropes http://dbpedia.org/resource/Category:Heroes_by_role http://dbpedia.org/resource/Hero
30	bn:00005887n	[]	[]
31	bn:00025097n	http://dbpedia.org/resource/Gentlewoman	http://dbpedia.org/resource/Category:Women's_social_titles Gentlewoman http://dbpedia.org/ontology/Person http://dbpedia.org/resource/Category:Court_titles http://dbpedia.org/resource/Gentlewoman
32	bn:00070190n	http://dbpedia.org/resource/Section_(music)	http://dbpedia.org/resource/Category:Formal_sections_in_music_analysis http://dbpedia.org/resource/Category:Auxiliary_members http://dbpedia.org/resource/Section_(music) Section_(music)
33	bn:03701548n	http://dbpedia.org/resource/December_16	December_16 http://dbpedia.org/ontology/School http://dbpedia.org/resource/December_16 http://dbpedia.org/resource/Category:December http://dbpedia.org/resource/Category:Days_of_the_year
34	bn:00073560n	http://dbpedia.org/resource/Spork	http://dbpedia.org/resource/Category:Forks http://dbpedia.org/resource/Category:American_inventions http://dbpedia.org/resource/Category:Eating_utensils http://dbpedia.org/resource/Spork http://dbpedia.org/resource/Category:Spoons Spork
35	bn:00069773n	http://dbpedia.org/resource/Scottish_people	http://dbpedia.org/resource/Category:Scottish_society http://dbpedia.org/ontology/EthnicGroup http://dbpedia.org/resource/Category:Ethnic_groups_in_the_United_Kingdom http://dbpedia.org/resource/Scottish_people http://dbpedia.org/resource/Category:Ethnic_groups_in_Europe http://dbpedia.org/ontology/PopulatedPlace Scottish_people http://dbpedia.org/resource/Category:Scottish_people
36	bn:00052664n	http://dbpedia.org/resource/Maestro	Maestro http://dbpedia.org/resource/Maestro http://dbpedia.org/resource/Category:Italian_opera_terminology
37	bn:03647584n	http://dbpedia.org/resource/Query_(complexity)	Query_(complexity) http://dbpedia.org/resource/Category:Descriptive_complexity http://dbpedia.org/resource/Query_(complexity)
38	bn:00051108n	http://dbpedia.org/resource/Light	http://dbpedia.org/resource/Light Light http://dbpedia.org/ontology/Species http://dbpedia.org/resource/Category:Light
39	bn:00007752n	http://dbpedia.org/resource/Backpack	http://dbpedia.org/resource/Category:Bags Backpack http://dbpedia.org/resource/Category:Camping_equipment http://dbpedia.org/resource/Category:Domestic_implements http://dbpedia.org/resource/Category:Hiking_equipment http://dbpedia.org/resource/Category:Luggage http://dbpedia.org/resource/Backpack
40	bn:00084387v	[]	[]
41	bn:00083365v	[]	[]
42	bn:13683289v	[]	[]
43	bn:00115249r	[]	[]
44	bn:00089852v	[]	[]
45	bn:01654626n	http://dbpedia.org/resource/Wollongong	http://schema.org/City http://dbpedia.org/ontology/City http://dbpedia.org/resource/Wollongong http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/Location http://dbpedia.org/resource/Category:Coastal_cities_in_Australia http://dbpedia.org/ontology/Settlement Wollongong http://dbpedia.org/resource/Category:Wollongong http://dbpedia.org/resource/Australia http://schema.org/Place http://dbpedia.org/resource/Category:Port_cities_in_Australia http://dbpedia.org/ontology/PopulatedPlace nsw^^http://www.w3.org/1999/02/22-rdf-syntax-ns#langString
46	bn:00004075n	http://dbpedia.org/resource/Angelica	http://dbpedia.org/ontology/Plant http://dbpedia.org/resource/Category:Medicinal_plants http://dbpedia.org/resource/Category:Angelica http://dbpedia.org/ontology/Eukaryote http://dbpedia.org/resource/Category:Apiaceae_genera http://dbpedia.org/resource/Angelica Angelica http://dbpedia.org/ontology/Species
47	bn:00045675n	[]	[]
48	bn:01098640n	http://dbpedia.org/resource/Ruth_Bader_Ginsburg	http://dbpedia.org/resource/Category:21st-century_American_judges http://dbpedia.org/ontology/Judge http://schema.org/Person http://dbpedia.org/resource/Category:Jewish_scholars Ruth_Bader_Ginsburg http://dbpedia.org/resource/Category:United_States_federal_judges_appointed_by_Bill_Clinton http://dbpedia.org/resource/Category:American_Jews http://dbpedia.org/resource/Category:1933_births http://dbpedia.org/resource/Category:American_people_of_Russian-Jewish_descent http://dbpedia.org/resource/Category:United_States_court_of_appeals_judges_appointed_by_Jimmy_Carter http://dbpedia.org/resource/Category:United_States_Supreme_Court_justices http://dbpedia.org/resource/Category:New_York_lawyers http://dbpedia.org/ontology/Agent http://dbpedia.org/resource/Category:Constitutional_court_women_judges http://dbpedia.org/resource/Category:American_women_lawyers http://dbpedia.org/resource/Category:20th-century_American_judges http://dbpedia.org/resource/Category:Rutgers_School_of_Law–Newark_faculty http://dbpedia.org/resource/Category:Pancreatic_cancer_survivors http://dbpedia.org/resource/Category:People_from_Brooklyn http://dbpedia.org/resource/Category:Cornell_University_alumni http://dbpedia.org/resource/Category:American_women_judges http://dbpedia.org/resource/Category:American_legal_scholars http://dbpedia.org/resource/Category:Tulane_University_Law_School_faculty http://dbpedia.org/resource/Category:Columbia_University_faculty http://dbpedia.org/resource/Ruth_Bader_Ginsburg http://dbpedia.org/resource/Category:American_Civil_Liberties_Union_people http://dbpedia.org/resource/Category:Living_people http://dbpedia.org/resource/Category:Judges_of_the_United_States_Court_of_Appeals_for_the_D.C._Circuit http://dbpedia.org/resource/Category:New_York_Democrats http://dbpedia.org/resource/Category:Colorectal_cancer_survivors http://dbpedia.org/ontology/Person http://dbpedia.org/resource/Category:Harvard_Law_School_alumni http://dbpedia.org/resource/Category:People_with_cancer http://dbpedia.org/resource/Category:Phi_Kappa_Phi http://dbpedia.org/resource/Category:Columbia_Law_School_alumni
49	bn:00194041n	http://dbpedia.org/resource/1962_United_States_Tri-Service_aircraft_designation_system	http://dbpedia.org/resource/Category:United_States_military_aircraft http://dbpedia.org/resource/Category:United_States_Department_of_Defense http://dbpedia.org/resource/Category:Military_aircraft_designation_systems http://dbpedia.org/resource/Category:1962_in_the_United_States http://dbpedia.org/resource/1962_United_States_Tri-Service_aircraft_designation_system 1962_United_States_Tri-Service_aircraft_designation_system
50	bn:03194280n	http://dbpedia.org/resource/Sheep_River_(Alberta)	http://schema.org/BodyOfWater http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/Location http://dbpedia.org/ontology/Stream http://dbpedia.org/ontology/NaturalPlace http://dbpedia.org/ontology/River Sheep_River_(Alberta) http://dbpedia.org/resource/Category:Okotoks http://dbpedia.org/resource/Category:Rivers_of_Alberta http://dbpedia.org/ontology/BodyOfWater http://schema.org/RiverBodyOfWater http://schema.org/Place http://dbpedia.org/resource/Sheep_River_(Alberta)
51	bn:00018323n	http://dbpedia.org/resource/President_of_the_United_States	http://dbpedia.org/resource/President_of_the_United_States President_of_the_United_States http://dbpedia.org/resource/Category:Presidency_of_the_United_States http://dbpedia.org/resource/Category:Presidents_of_the_United_States http://dbpedia.org/ontology/Person http://dbpedia.org/resource/Category:United_States_presidential_history
52	bn:03809328n	http://dbpedia.org/resource/Tech_(river)	http://schema.org/BodyOfWater http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/Location http://dbpedia.org/ontology/Stream http://dbpedia.org/ontology/NaturalPlace http://dbpedia.org/ontology/River http://dbpedia.org/resource/Category:Céret http://dbpedia.org/ontology/BodyOfWater http://schema.org/RiverBodyOfWater http://dbpedia.org/resource/Category:Rivers_of_Languedoc-Roussillon Tech_(river) http://dbpedia.org/resource/Category:Rivers_of_Pyrénées-Orientales http://dbpedia.org/resource/Category:Rivers_of_France http://schema.org/Place http://dbpedia.org/resource/Tech_(river) http://dbpedia.org/resource/Category:Coastal_basins_of_the_Mediterranean_Sea_in_France
53	bn:00084119v	[]	[]
54	bn:00066059n	http://dbpedia.org/resource/Wet_season	http://dbpedia.org/resource/Category:Rain http://dbpedia.org/resource/Category:Seasons http://dbpedia.org/resource/Wet_season Wet_season http://dbpedia.org/ontology/SportsEvent
55	bn:00088781v	[]	[]
56	bn:00032336n	http://dbpedia.org/resource/Victimisation	Victimisation http://dbpedia.org/resource/Category:Victimology http://dbpedia.org/resource/Category:Abuse http://dbpedia.org/ontology/Election http://dbpedia.org/resource/Category:Bullying http://dbpedia.org/resource/Category:Labour_law http://dbpedia.org/resource/Victimisation
57	bn:00082817v	[]	[]
58	bn:00091821v	[]	[]
59	bn:00058906n	http://dbpedia.org/resource/Olmec	http://dbpedia.org/resource/Category:Civilizations http://dbpedia.org/resource/Olmec http://dbpedia.org/resource/Category:16th-century_BC_establishments_in_Mexico Olmec http://dbpedia.org/resource/Category:Formative_period_in_the_Americas http://dbpedia.org/resource/Category:4th-century_BC_disestablishments_in_Mexico http://dbpedia.org/resource/Category:Hyperdiffusionism_in_archaeology http://dbpedia.org/resource/Category:Olmec http://dbpedia.org/resource/Category:Pre-Columbian_cultures_of_Mexico http://dbpedia.org/resource/Category:Ancient_peoples http://dbpedia.org/resource/Category:History_of_Guerrero http://dbpedia.org/resource/Category:History_of_Veracruz http://dbpedia.org/resource/Category:Mesoamerican_cultures http://dbpedia.org/ontology/Country http://dbpedia.org/resource/Category:History_of_Tabasco http://dbpedia.org/resource/Category:Archaeological_cultures_of_North_America
60	bn:00082542v	[]	[]
61	bn:00013515n	[]	[]
62	bn:00736975n	http://dbpedia.org/resource/Del	http://dbpedia.org/resource/Category:Differential_operators http://dbpedia.org/resource/Del http://dbpedia.org/resource/Category:Mathematical_notation Del http://dbpedia.org/ontology/Company http://dbpedia.org/resource/Category:Vector_calculus
63	bn:13765132v	[]	[]
64	bn:00651410n	http://dbpedia.org/resource/Fuerza	Fuerza http://dbpedia.org/ontology/MusicalWork http://dbpedia.org/ontology/MusicalArtist http://dbpedia.org/resource/Fuerza http://dbpedia.org/ontology/Album http://dbpedia.org/ontology/Work http://dbpedia.org/resource/Category:2007_albums http://dbpedia.org/resource/Category:Alejandra_Guzmán_albums http://schema.org/CreativeWork http://schema.org/MusicAlbum
65	bn:00097433a	[]	[]
66	bn:01638382n	http://dbpedia.org/resource/Time_to_Die	Time_to_Die http://dbpedia.org/resource/Time_to_Die
67	bn:03294102n	http://dbpedia.org/resource/To_(kana)	To_(kana) http://dbpedia.org/resource/Category:Specific_kana http://dbpedia.org/resource/To_(kana)
68	bn:00022334n	[]	[]
69	bn:00105439a	[]	[]
70	bn:00062994n	[]	[]
71	bn:02765368n	http://dbpedia.org/resource/Plume_(hydrodynamics)	http://dbpedia.org/resource/Plume_(hydrodynamics) Plume_(hydrodynamics)
72	bn:00040336n	http://dbpedia.org/resource/Gesture	http://dbpedia.org/resource/Category:Gestures Gesture http://dbpedia.org/resource/Gesture
73	bn:00072854n	http://dbpedia.org/resource/Sorrow_(emotion)	Sorrow_(emotion) http://dbpedia.org/resource/Category:Emotions http://dbpedia.org/resource/Sorrow_(emotion)
74	bn:02839776n	http://dbpedia.org/resource/Close_encounter	Close_encounter http://dbpedia.org/resource/Close_encounter http://dbpedia.org/ontology/SportsEvent http://dbpedia.org/resource/Category:Ufology
75	bn:00087859v	[]	[]
76	bn:03435554n	http://dbpedia.org/resource/Stripped_(Christina_Aguilera_album)	http://dbpedia.org/ontology/MusicalWork http://dbpedia.org/resource/Category:Christina_Aguilera_albums http://dbpedia.org/resource/Category:RCA_Records_albums http://dbpedia.org/resource/Category:Albums_produced_by_Glen_Ballard http://dbpedia.org/ontology/Album http://dbpedia.org/ontology/Company http://dbpedia.org/resource/Category:Albums_produced_by_Linda_Perry http://schema.org/CreativeWork Stripped_(Christina_Aguilera_album) http://schema.org/MusicAlbum http://dbpedia.org/resource/Category:Albums_produced_by_Scott_Storch http://dbpedia.org/resource/Category:Albums_produced_by_Alicia_Keys http://dbpedia.org/resource/Category:2002_albums http://dbpedia.org/resource/Category:Albums_recorded_at_Electric_Lady_Studios http://dbpedia.org/resource/Stripped_(Christina_Aguilera_album) http://dbpedia.org/resource/Category:English-language_albums http://dbpedia.org/resource/Category:Albums_produced_by_Rockwilder http://dbpedia.org/ontology/Work
77	bn:00067239n	http://dbpedia.org/resource/Venezuela	http://dbpedia.org/resource/Category:Member_states_of_the_United_Nations http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/Location http://dbpedia.org/resource/Category:G15_nations http://dbpedia.org/resource/Category:Countries_in_South_America http://dbpedia.org/resource/Category:Member_states_of_OPEC Venezuela http://dbpedia.org/resource/Category:Countries_in_the_Caribbean http://dbpedia.org/resource/Category:Spanish-speaking_countries_and_territories http://dbpedia.org/resource/Category:Former_Spanish_colonies http://dbpedia.org/resource/Category:Venezuela http://schema.org/Place http://dbpedia.org/resource/Category:Federal_constitutional_republics http://dbpedia.org/ontology/Person http://dbpedia.org/resource/Category:Member_states_of_the_Union_of_South_American_Nations http://dbpedia.org/resource/Venezuela http://dbpedia.org/ontology/Country http://dbpedia.org/ontology/PopulatedPlace http://schema.org/Country http://dbpedia.org/resource/Category:States_and_territories_established_in_1811
78	bn:00109851a	[]	[]
79	bn:00110267a	[]	[]
80	bn:00084801v	[]	[]
81	bn:16597786n	http://dbpedia.org/resource/Damage_(Hart_novel)	http://dbpedia.org/resource/Category:Adultery_in_novels Damage_(Hart_novel) http://dbpedia.org/resource/Category:1991_British_novels http://dbpedia.org/ontology/WrittenWork http://dbpedia.org/resource/Category:Political_novels http://dbpedia.org/resource/Damage_(Hart_novel) http://dbpedia.org/resource/Category:English_novels http://dbpedia.org/resource/Category:British_novels_adapted_into_films http://dbpedia.org/ontology/Work http://dbpedia.org/ontology/Book http://schema.org/CreativeWork http://schema.org/Book
82	bn:00003254n	[]	[]
83	bn:03754032n	http://dbpedia.org/resource/Aming	Aming http://dbpedia.org/resource/Category:Japanese_pop_music_groups http://dbpedia.org/resource/Category:Musical_groups_established_in_1982 http://dbpedia.org/resource/Category:Musical_groups_from_Aichi_Prefecture http://dbpedia.org/ontology/Band http://dbpedia.org/resource/Category:1982_establishments_in_Japan http://dbpedia.org/resource/Aming
84	bn:00115820r	[]	[]
85	bn:02570699n	http://dbpedia.org/resource/Judy_(Judy_Garland_album)	http://dbpedia.org/ontology/MusicalWork http://dbpedia.org/resource/Category:1956_albums http://dbpedia.org/resource/Category:Albums_produced_by_Nelson_Riddle http://dbpedia.org/resource/Category:Capitol_Records_albums http://dbpedia.org/resource/Category:Albums_conducted_by_Nelson_Riddle http://dbpedia.org/ontology/Album http://dbpedia.org/resource/Judy_(Judy_Garland_album) http://schema.org/CreativeWork http://schema.org/MusicAlbum http://dbpedia.org/resource/Category:Judy_Garland_albums http://dbpedia.org/resource/Category:English-language_albums Judy_(Judy_Garland_album) http://dbpedia.org/ontology/Work http://dbpedia.org/resource/Category:Albums_arranged_by_Nelson_Riddle
86	bn:15339535n	[]	[]
87	bn:00085019v	[]	[]
88	bn:00026501n	http://dbpedia.org/resource/Linguistic_description	http://dbpedia.org/resource/Category:Philosophical_methodology http://dbpedia.org/resource/Category:Analysis Linguistic_description http://dbpedia.org/resource/Category:Linguistics http://dbpedia.org/resource/Linguistic_description http://dbpedia.org/ontology/Book
89	bn:13768227a	[]	[]
90	bn:00000432n	[]	[]
91	bn:00170574n	http://dbpedia.org/resource/EMBnet	http://dbpedia.org/resource/Category:Open_access_journals http://dbpedia.org/resource/Category:Organizations_established_in_1988 http://dbpedia.org/ontology/PeriodicalLiterature http://dbpedia.org/ontology/WrittenWork http://dbpedia.org/resource/Category:Publications_established_in_2010 http://dbpedia.org/resource/Category:Quarterly_journals http://dbpedia.org/ontology/Broadcaster http://dbpedia.org/resource/Category:Biomedical_informatics_journals http://dbpedia.org/ontology/AcademicJournal http://schema.org/CreativeWork EMBnet http://dbpedia.org/ontology/Work http://dbpedia.org/resource/EMBnet http://dbpedia.org/resource/Category:Bioinformatics_organizations
92	bn:00664738n	http://dbpedia.org/resource/Globe_Telecom	Globe_Telecom http://dbpedia.org/ontology/Organisation http://dbpedia.org/resource/Category:Globe_Telecom http://dbpedia.org/resource/Globe_Telecom http://dbpedia.org/resource/Category:Companies_listed_on_the_Philippine_Stock_Exchange http://dbpedia.org/ontology/Company http://dbpedia.org/ontology/Agent http://dbpedia.org/resource/Category:Companies_listed_on_the_Pink_Sheets http://dbpedia.org/resource/Category:Companies_based_in_Bonifacio_Global_City http://dbpedia.org/resource/Category:Mobile_virtual_network_operators http://schema.org/Organization http://dbpedia.org/resource/Category:Philippine_brands http://dbpedia.org/resource/Category:Mobile_phone_companies_of_the_Philippines http://dbpedia.org/resource/Category:Companies_established_in_1934
93	bn:00096210a	[]	[]
94	bn:00012896n	[]	[]
95	bn:00116823r	[]	[]
96	bn:00067311n	[]	[]
97	bn:00013838n	[]	[]
98	bn:00107198a	[]	[]
99	bn:00078004n	http://dbpedia.org/resource/Public_transport	http://dbpedia.org/resource/Public_transport http://dbpedia.org/resource/Category:Public_transport http://dbpedia.org/ontology/Organisation http://dbpedia.org/resource/Category:Articles_containing_video_clips http://dbpedia.org/resource/Category:Sustainable_transport Public_transport
100	bn:00024407n	http://dbpedia.org/resource/Cunt	http://dbpedia.org/resource/Category:Misogynistic_slurs http://dbpedia.org/resource/Category:Sexual_slang http://dbpedia.org/resource/Category:Pejorative_terms_for_people http://dbpedia.org/resource/Category:Mammal_female_reproductive_system http://dbpedia.org/resource/Category:English_words http://dbpedia.org/resource/Cunt Cunt http://dbpedia.org/resource/Category:Slang_terms_for_women http://dbpedia.org/resource/Category:Sexuality_and_gender-related_slurs http://dbpedia.org/resource/Category:Profanity http://dbpedia.org/resource/Category:Slang_terms_for_men
101	bn:00004837n	[]	[]
102	bn:00089257v	[]	[]
103	bn:15822589n	http://dbpedia.org/resource/Gannon	Gannon http://dbpedia.org/resource/Gannon
104	bn:00012293n	[]	[]
105	bn:01464820n	http://dbpedia.org/resource/November_8	http://dbpedia.org/resource/November_8 http://dbpedia.org/ontology/School http://dbpedia.org/resource/Category:Days_of_the_year November_8 http://dbpedia.org/resource/Category:November
106	bn:00091307v	[]	[]
107	bn:00002949n	http://dbpedia.org/resource/Alluvion	http://dbpedia.org/resource/Category:Property_law Alluvion http://dbpedia.org/resource/Category:Legal_terminology http://dbpedia.org/resource/Alluvion
108	bn:00078102n	http://dbpedia.org/resource/Tray	Tray http://dbpedia.org/resource/Category:Serving_and_dining http://dbpedia.org/resource/Category:Packaging http://dbpedia.org/ontology/Company http://dbpedia.org/resource/Category:Gardening_aids http://dbpedia.org/resource/Category:Furniture http://dbpedia.org/resource/Tray
109	bn:00103703a	[]	[]
110	bn:00012308n	http://dbpedia.org/resource/Boston_Tea_Party	Boston_Tea_Party http://dbpedia.org/resource/Category:British_East_India_Company http://dbpedia.org/resource/Category:Tax_resistance_in_the_United_States http://dbpedia.org/resource/Category:Battles_and_conflicts_without_fatalities http://dbpedia.org/resource/Boston_Tea_Party http://dbpedia.org/resource/Category:1773_in_Massachusetts http://dbpedia.org/resource/Category:History_of_Boston http://dbpedia.org/ontology/MilitaryConflict http://dbpedia.org/resource/Category:Massachusetts_in_the_American_Revolution http://dbpedia.org/resource/Category:History_of_the_Thirteen_Colonies http://dbpedia.org/resource/Category:Rebellions_in_the_United_States http://dbpedia.org/resource/Category:1773_riots http://dbpedia.org/resource/Category:Political_repression_in_the_United_States http://dbpedia.org/resource/Category:1773_in_the_Thirteen_Colonies http://dbpedia.org/resource/Category:History_of_tea http://dbpedia.org/resource/Category:Boston_Harbor
111	bn:00041061n	[]	[]
112	bn:00086708v	[]	[]
113	bn:00076647n	[]	[]
114	bn:00019664n	[]	[]
115	bn:00026022n	[]	[]
116	bn:00060085n	http://dbpedia.org/resource/Pacific_Ocean	http://dbpedia.org/resource/Category:Oceans Pacific_Ocean http://dbpedia.org/resource/Category:Pacific_Ocean http://dbpedia.org/resource/Pacific_Ocean
117	bn:00023352n	http://dbpedia.org/resource/Cover_version	Cover_version http://dbpedia.org/resource/Category:Song_forms http://dbpedia.org/resource/Category:21st-century_music_genres http://dbpedia.org/resource/Category:Album_types http://dbpedia.org/resource/Category:Popular_music http://dbpedia.org/resource/Category:Versions_of_musical_compositions http://dbpedia.org/resource/Cover_version http://dbpedia.org/ontology/Album http://dbpedia.org/resource/Category:Music_industry http://dbpedia.org/resource/Category:20th-century_music_genres http://dbpedia.org/resource/Category:Arrangement http://dbpedia.org/resource/Category:Jazz_terminology
118	bn:03683473n	http://dbpedia.org/resource/Cell_(microprocessor)	Cell_(microprocessor) http://dbpedia.org/resource/Category:Cell_BE_architecture http://dbpedia.org/resource/Category:IBM_microprocessors http://dbpedia.org/resource/Category:Power_microprocessors http://dbpedia.org/resource/Category:Sony_semiconductors http://dbpedia.org/resource/Category:SIMD_computing http://dbpedia.org/resource/Category:PowerPC_microprocessors http://dbpedia.org/resource/Cell_(microprocessor)
119	bn:00109922a	[]	[]
120	bn:02727708n	http://dbpedia.org/resource/Live_fire_exercise	Live_fire_exercise http://dbpedia.org/resource/Live_fire_exercise http://dbpedia.org/resource/Category:Ammunition http://dbpedia.org/resource/Category:Military_education_and_training
121	bn:00083516v	[]	[]
